Gene,Non-unique Gene name,Annotation,L_plantarum,B_animalis,L_brevis
group_1202,,lipoate--protein ligase,,,PHDJFC_02259
xerD,xerD,Site-Specific Recombinase XerD,,,PHDJFC_01716
group_1201,,Glycosyltransferase 2-like domain-containing protein,,,PHDJFC_01108
group_1200,lacI,LacI family transcriptional regulator,,,PHDJFC_00616
group_1199,,Beta-lactamase-related domain-containing protein,,,PHDJFC_00563
group_1198,,Sorbitol PTS EIIBC,,IGABOM_03036,
group_1190,,hypothetical protein,,,PHDJFC_02472
group_1189,,Glycosyl transferase group 1,,,PHDJFC_02371
group_1188,,Maltose epimerase,,,PHDJFC_01960
group_1187,,putative tRNA-dihydrouridine synthase 1,,,PHDJFC_00828
group_1186,,Putative ion-channel protein,,,PHDJFC_00657
group_1185,,Adenine-specific methyltransferase,,,PHDJFC_00452
group_1184,,Major capsid protein,,IGABOM_02055,
group_1178,,2-keto-3-deoxygluconate kinase,JLGHJK_00763,,
pocR,pocR,Regulatory protein pocR,,,PHDJFC_01876
group_1177,,hypothetical protein,,,PHDJFC_00532
group_1176,,hypothetical protein,JLGHJK_03383,,
group_1175,,collagen-like protein,JLGHJK_02864,,
group_1174,,collagen-like protein,JLGHJK_02446,,
group_1173,,hypothetical protein,,,PHDJFC_01677
group_1172,,Central glycolytic genes regulator,,,PHDJFC_00675
group_1171,,valine--tRNA ligase,,,PHDJFC_00522
group_1170,,hypothetical protein,,,PHDJFC_00280
group_1169,,Methionine ABC transporter ATP-binding protein,,IGABOM_00206,
group_1164,,Coat protein,,,PHDJFC_02672
group_1163,,Ornithine carbamoyltransferase catabolic,,,PHDJFC_01822
group_1162,,Maltose epimerase,,,PHDJFC_01032
group_1161,hcnC,Hydrogen cyanide synthase subunit HcnC,,,PHDJFC_00131
group_1159,,Sensor histidine kinase,JLGHJK_01868,,
group_1156,,Phosphatidylglycerol lysyltransferase,,,PHDJFC_02372
group_1155,,NlpC/P60 domain-containing protein,,,PHDJFC_01197
group_1154,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,,,PHDJFC_00495
group_1150,hrcA,Heat-inducible transcription repressor HrcA,,,PHDJFC_02619
group_1149,,hypothetical protein,,,PHDJFC_02288
group_1148,,hypothetical protein,,,PHDJFC_02103
group_1147,,Phosphate acyltransferase,,,PHDJFC_00269
group_1146,,Isopentenyl-diphosphate delta-isomerase,,,PHDJFC_00160
group_1145,,NAD-dependent epimerase/dehydratase domain-containing protein,,IGABOM_02626,
cdaR,cdaR,Transcriptional regulator CdaR family,,,PHDJFC_00967
group_1142,,Cell surface protein [Lactobacillus plantarum JDM1],,IGABOM_02606,
prsW,prsW,PrsW family intramembrane metalloprotease,,,PHDJFC_02063
group_1140,,6-phosphogluconolactonase,,,PHDJFC_01993
group_1139,,lipoate--protein ligase,,,PHDJFC_01910
group_1138,,Putrescine carbamoyltransferase,,,PHDJFC_01607
group_1137,,adenosine deaminase,,,PHDJFC_01140
group_1136,,ATP synthase F0 A subunit,,,PHDJFC_00790
group_1135,,Alcohol dehydrogenase,,,PHDJFC_00170
group_1132,,2-keto-3-deoxygluconate permease,,,PHDJFC_01074
group_1131,,hypothetical protein,,,PHDJFC_00551
group_1130,,Phenylalanine--tRNA ligase alpha subunit,,,PHDJFC_00336
group_1128,,hypothetical protein,,IGABOM_00508,
group_1123,,hypothetical protein,,,PHDJFC_02657
group_1122,,endopeptidase La,,,PHDJFC_02544
group_1121,,DUF1002 domain-containing protein,,,PHDJFC_02522
group_1120,,Phosphopentomutase,,,PHDJFC_02316
group_1119,,hypothetical protein,,,PHDJFC_02136
group_1118,,Fucose-binding lectin II,,,PHDJFC_01871
group_1117,,tRNA N6-adenosine threonylcarbamoyltransferase,,,PHDJFC_00732
group_1116,,Choloylglycine hydrolase,,,PHDJFC_00612
group_1113,,hypothetical protein,,,PHDJFC_02699
group_1112,,Esterase lipase,,,PHDJFC_01657
group_1111,,Phage capsid protein,JLGHJK_02881,,
group_1108,,60 kDa chaperonin,,,PHDJFC_00724
group_1107,,Outer surface protein,,IGABOM_02974,
group_1106,,Polysaccharide biosynthesis protein,,IGABOM_01012,
group_1103,hrtB,Putative hemin transport system permease protein HrtB,,,PHDJFC_01621
recT,recT,RecT protein,,,PHDJFC_02644
group_1101,,Amino acid permease/ SLC12A domain-containing protein,,,PHDJFC_00450
group_1100,,DUF916 domain-containing protein,,IGABOM_02642,
group_1096,,Xaa-Pro aminopeptidase,,,PHDJFC_00304
group_1095,,hypothetical protein,,,PHDJFC_00242
group_1094,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,,,PHDJFC_00222
group_1093,,Cell surface protein,,IGABOM_02601,
group_1090,,hypothetical protein,,,PHDJFC_00962
ribD,ribD,Riboflavin biosynthesis protein RibD,,,PHDJFC_02251
group_1088,,Bacterial extracellular solute-binding protein,,,PHDJFC_02011
group_1087,,N-acetylmuramoyl-L-alanine amidase,,,PHDJFC_01987
group_1086,,Transcription regulator,,,PHDJFC_01680
group_1085,,Mannonate dehydratase,,,PHDJFC_01303
group_1084,,Phage capsid protein,,IGABOM_00547,
group_1083,,Iron ABC transporter substrate-binding protein,JLGHJK_01852,,
group_1081,lytR,Transcriptional attenuator cell envelope-related LytR family,,,PHDJFC_02263
group_1080,,hypothetical protein,,,PHDJFC_01741
group_1079,,DUF218 domain-containing protein,,,PHDJFC_01722
group_1078,,phosphomevalonate kinase,,,PHDJFC_00159
group_1072,,DNA alkylation repair enzyme,,,PHDJFC_01571
group_1071,,Carbamoyl phosphate synthase small chain,,,PHDJFC_00123
group_1070,gntR,Transcription regulator GntR family,,IGABOM_03006,
group_1069,,MucBP domain-containing protein,,,PHDJFC_02365
group_1068,,hypothetical protein,,,PHDJFC_01294
group_1067,,Cell surface protein,,IGABOM_02087,
group_1066,,O-acetyltransferase,,IGABOM_01013,
group_1061,gntR,Transcription regulator GntR family,,,PHDJFC_02151
group_1060,,Extracellular protein,,,PHDJFC_01057
group_1059,tagH,Teichoic acids export ATP-binding protein TagH,,,PHDJFC_00640
group_1058,,Peptide chain release factor 1,,,PHDJFC_00558
group_1057,,hypothetical protein,,IGABOM_02969,
group_1056,,ABC transporter ATP-binding protein,,,PHDJFC_03022
group_1055,,Outer surface protein,,IGABOM_02959,
group_1054,,Ureidoglycolate dehydrogenase (NAD(+)),,IGABOM_02672,
group_1053,,Polysaccharide biosynthesis protein,,IGABOM_01009,
gldA,gldA,Alcohol dehydrogenase iron-type/glycerol dehydrogenase GldA domain-containing protein,,,PHDJFC_02304
group_1052,,AI-2E family transporter,,,PHDJFC_01803
group_1048,,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,,PHDJFC_02485
group_1047,,Competence protein,,,PHDJFC_02453
group_1046,,hypothetical protein,,,PHDJFC_02325
group_1045,,Putative agmatine deiminase,,,PHDJFC_01609
group_1041,,hypothetical protein,,,PHDJFC_01110
group_1040,,Xaa-Pro dipeptidase,,,PHDJFC_00465
group_1037,,Plasmid replication initiation protein,,,PHDJFC_03028
group_1036,ftsW,putative peptidoglycan glycosyltransferase FtsW,,,PHDJFC_02539
group_1035,,hypothetical protein,,,PHDJFC_02524
dppD,dppD,Dipeptide transport ATP-binding protein DppD,,,PHDJFC_02124
group_1034,,Phage portal protein HK97 family,,,PHDJFC_00583
group_1033,,PTS system Fru family IIC component domain protein,,IGABOM_02742,
group_1030,,L-seryl-tRNA selenium transferase family protein,JLGHJK_00761,,
group_1028,,Galactokinase,,,PHDJFC_01967
group_1027,,hypothetical protein,,,PHDJFC_01392
group_1026,,MucBP domain-containing protein,,,PHDJFC_00670
group_1025,,L-lactate oxidase,,,PHDJFC_00185
group_1024,,hypothetical protein,,,PHDJFC_02330
group_1023,,Extracellular protein,,,PHDJFC_01755
group_1022,,hypothetical protein,,,PHDJFC_01521
group_1020,,Aminotransferase,,,PHDJFC_01825
group_1019,,Alanine dehydrogenase,,,PHDJFC_00387
group_1018,,D-arabitol-phosphate dehydrogenase,,IGABOM_02993,
potA,potA,Spermidine/putrescine import ATP-binding protein PotA,,,PHDJFC_02014
group_1015,,hypothetical protein,,,PHDJFC_01824
group_1014,,Putative agmatine deiminase,,,PHDJFC_01612
group_1013,,DNA polymerase IV,,,PHDJFC_00492
group_1009,,DUF3383 domain-containing protein,,,PHDJFC_02678
group_1008,,Pyruvate dehydrogenase E1 component subunit alpha,,,PHDJFC_02531
group_1007,,YibE/F family protein,,,PHDJFC_01984
group_1006,,Cell envelope-related transcriptional attenuator domain-containing protein,,,PHDJFC_00783
group_1005,,hypothetical protein,,IGABOM_00291,
group_1004,,Acyl-CoA dehydrogenase,,,PHDJFC_01959
tcaA,tcaA,TcaA second domain-containing protein,,IGABOM_02252,
group_1003,,hypothetical protein,,IGABOM_00786,
group_1001,,Dihydroorotase,JLGHJK_00760,,
group_999,,Glycerol dehydrogenase,,,PHDJFC_01664
group_998,,hypothetical protein,,,PHDJFC_01333
group_997,,Alanine racemase,,,PHDJFC_00847
group_994,,Glucanase,,,PHDJFC_01888
group_993,,Methionine synthase vitamin-B12 independent,,,PHDJFC_01168
group_992,,N-terminal domain-containing protein,,IGABOM_00034,
group_991,,N-terminal domain-containing protein,JLGHJK_03552,,
group_989,mnmA,tRNA-specific 2-thiouridylase MnmA,,,PHDJFC_02501
group_988,,D-alanyl-D-alanine carboxypeptidase,,,PHDJFC_01431
group_987,,CTP synthase (glutamine hydrolyzing),,,PHDJFC_00877
group_986,,Extracellular zinc metalloproteinase,,IGABOM_02582,
group_984,,alpha-glucosidase,,,PHDJFC_01648
group_983,,Signal transduction diguanylate cyclase,,,PHDJFC_00789
group_980,,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),,,PHDJFC_02343
group_979,recA,Protein RecA,,,PHDJFC_00505
group_978,,UDP-galactopyranose mutase,,IGABOM_01008,
group_977,,Omega-protein,JLGHJK_03384,,
group_974,,hypothetical protein,,,PHDJFC_01443
group_973,,Glycerate kinase,,,PHDJFC_00964
group_972,,Endolytic murein transglycosylase,,,PHDJFC_00333
group_970,,Adenine DNA glycosylase,,,PHDJFC_01916
group_969,,IMP dehydrogenase/GMP reductase domain-containing protein,,,PHDJFC_01787
group_968,,ABC-type sugar transport system ATPase component,,,PHDJFC_01548
group_967,,Beta sliding clamp,,,PHDJFC_01473
group_966,,Glycosyltransferase,,,PHDJFC_00199
group_963,,AI-2E family transporter,,,PHDJFC_02352
group_962,,putative succinyl-diaminopimelate desuccinylase,,,PHDJFC_01533
group_961,,Malate oxidoreductase,,,PHDJFC_00985
group_960,,Bacterial archaeo-eukaryotic release factor family 6 domain-containing protein,,,PHDJFC_00849
nagA,nagA,NagA protein,,,PHDJFC_00814
group_959,,D-alanine--D-alanine ligase,,,PHDJFC_00537
rsgA,rsgA,Ribosome biogenesis GTPase RsgA,,,PHDJFC_00359
group_958,,Methylase,,,PHDJFC_00141
group_957,,Phage portal protein,,IGABOM_00442,
group_953,camS,CamS family sex pheromone protein,,,PHDJFC_02276
group_952,,Phosphoribosylaminoimidazole carboxylase ATPase subunit,,,PHDJFC_02273
group_951,,hypothetical protein,,,PHDJFC_00974
group_950,,Cysteine desulfurase / Selenocysteine lyase,,,PHDJFC_00525
group_949,,Queuine tRNA-ribosyltransferase,,,PHDJFC_00494
dnaJ,dnaJ,Chaperone protein DnaJ,,,PHDJFC_02623
group_947,,hypothetical protein,,,PHDJFC_01520
group_946,,Class I SAM-dependent methyltransferase,,,PHDJFC_00604
group_945,,Lysozyme,,IGABOM_00563,
group_943,,Transposase IS204/IS1001/IS1096/IS1165 DDE domain-containing protein,JLGHJK_01605,,
group_941,,hypothetical protein,,,PHDJFC_01936
group_940,,hypothetical protein,,,PHDJFC_00219
group_936,,hypothetical protein,,,PHDJFC_01536
recF,recF,DNA replication and repair protein RecF,,,PHDJFC_01471
group_935,,Major facilitator superfamily (MFS) profile domain-containing protein,,IGABOM_00248,
group_930,,Tyr recombinase domain-containing protein,,,PHDJFC_00596
group_929,,hypothetical protein,,,PHDJFC_00392
group_928,,Integrase,,IGABOM_00402,
group_927,,lysozyme,JLGHJK_02861,,
group_925,,ROK family protein,,,PHDJFC_00906
group_924,,Signal transduction diguanylate cyclase,,,PHDJFC_00573
group_923,,putative succinyl-diaminopimelate desuccinylase,,,PHDJFC_00164
group_922,,hypothetical protein,,IGABOM_01201,
group_920,,hypothetical protein,,,PHDJFC_02074
group_919,,DUF4868 domain-containing protein,,,PHDJFC_02038
group_918,,Transcriptional regulator/sugar kinase xylose operon regulator,,,PHDJFC_01802
group_917,,AAA+ ATPase domain-containing protein,,,PHDJFC_01558
group_916,,Transcription-repair coupling factor,,,PHDJFC_00837
group_915,,cysteine-S-conjugate beta-lyase,,IGABOM_02964,
group_914,,Lysozyme,,IGABOM_02041,
group_913,,Type VII secretion system protein EssD-like domain-containing protein,,IGABOM_00502,
group_912,,NlpC/P60 domain-containing protein,JLGHJK_03404,,
group_909,,Phage portal protein,JLGHJK_02465,,
group_908,,hypothetical protein,JLGHJK_01760,,
group_906,,Peptidase A2 domain-containing protein,,,PHDJFC_01814
group_905,,histidine kinase,,,PHDJFC_01789
group_904,,hypothetical protein,,,PHDJFC_01384
group_903,,hypothetical protein,,,PHDJFC_01175
group_902,,cysteine-S-conjugate beta-lyase,,,PHDJFC_01113
group_901,,Cation/H+ exchanger transmembrane domain-containing protein,,,PHDJFC_01045
group_898,,Hydroxymethylglutaryl-CoA synthase,,,PHDJFC_02581
group_897,,Cationic amino acid transporter,,,PHDJFC_02104
group_893,,13-propanediol dehydrogenase,,,PHDJFC_01628
group_892,,putative succinyl-diaminopimelate desuccinylase,,,PHDJFC_01252
group_891,,hypothetical protein,,,PHDJFC_00261
group_887,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_01451
group_885,,Glycosyltransferase,,,PHDJFC_02370
group_884,,Penicillin-binding protein,,,PHDJFC_02349
group_883,,Peptidase S11 D-alanyl-D-alanine carboxypeptidase A N-terminal domain-containing protein,,,PHDJFC_02050
group_882,,Major head protein Cps,,IGABOM_00444,
group_880,,Permease of the major facilitator superfamily,,,PHDJFC_01390
group_879,,Cation/H+ exchanger transmembrane domain-containing protein,,,PHDJFC_00937
group_876,,lysozyme,JLGHJK_02443,,
group_874,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_01880
group_873,,Cation/H+ exchanger transmembrane domain-containing protein,,IGABOM_00253,
group_870,,Permease,,,PHDJFC_02469
group_869,,S-adenosylmethionine synthase,,,PHDJFC_02398
group_868,,hypothetical protein,,,PHDJFC_01832
group_867,,AAA family ATPase,,,PHDJFC_01729
group_866,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,,,PHDJFC_01483
group_865,,DNA-directed DNA polymerase,,,PHDJFC_00372
group_864,,DUF6287 domain-containing protein,,IGABOM_02250,
group_858,,Elongation factor Tu,,,PHDJFC_02554
group_857,,DEAD/DEAH box helicase,,,PHDJFC_02336
group_856,,Cyclopropane-fatty-acyl-phospholipid synthase,,,PHDJFC_01800
group_855,,NADH-dependent flavin oxidoreductase,,,PHDJFC_01636
group_854,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_00991
group_853,,hypothetical protein,,,PHDJFC_00630
group_852,,Acetate kinase 1,,,PHDJFC_00451
group_849,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_02170
group_848,,Xylose repressor,,,PHDJFC_01732
group_843,,cysteine desulfurase,,,PHDJFC_02499
group_842,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_01879
plnO,plnO,Plantaricin biosynthesis protein PlnO,,IGABOM_00262,
group_836,,Phosphoglycerate kinase,,,PHDJFC_00673
group_835,,Transposase,,,PHDJFC_00571
group_834,,Schlafen group 3-like DNA/RNA helicase domain-containing protein,,,PHDJFC_00409
group_829,,Apoptosis-inducing factor 1 mitochondrial,,,PHDJFC_02875
group_828,nusA,Transcription termination/antitermination protein NusA,,,PHDJFC_02612
group_827,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_01006
group_826,rodA,Rod shape-determining protein RodA,,,PHDJFC_00541
group_825,,Apoptosis-inducing factor 1 mitochondrial,,IGABOM_03008,
group_824,,Major facilitator superfamily (MFS) profile domain-containing protein,,IGABOM_02612,
group_823,,Phage capsid-like C-terminal domain-containing protein,JLGHJK_02463,,
group_820,,Teichoic acid D-alanyltransferase,,,PHDJFC_02626
group_819,,Major facilitator superfamily (MFS) profile domain-containing protein,,IGABOM_00108,
group_818,,HTH containing DNA-binding domain and MocR-like aminotransferase,,,PHDJFC_01567
group_817,,NADH dehydrogenase,,,PHDJFC_01086
group_816,,Coenzyme A biosynthesis bifunctional protein CoaBC,,,PHDJFC_00285
group_815,,DNA repair exonuclease,,,PHDJFC_02440
group_813,,Molybdopterin molybdenumtransferase,JLGHJK_01874,,
group_811,,HTH containing DNA-binding domain and MocR-like aminotransferase,,,PHDJFC_01760
group_810,,putative tRNA sulfurtransferase,,,PHDJFC_00524
group_809,,hypothetical protein,,,PHDJFC_00120
group_808,,Phage head morphogenesis domain-containing protein,,IGABOM_02058,
group_805,,non-reducing end alpha-L-arabinofuranosidase,,,PHDJFC_02144
group_804,,ABC-2 type transporter transmembrane domain-containing protein,,,PHDJFC_02033
group_803,,Firmicu-CTERM domain-containing protein,,,PHDJFC_00201
group_799,,putative ABC-type exoprotein transport system permease component,,,PHDJFC_02450
group_798,,3-oxoacyl-[acyl-carrier-protein] synthase 2,,,PHDJFC_00246
group_796,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_01115
group_795,,Pyridinium-35-bisthiocarboxylic acid mononucleotide nickel insertion protein,,,PHDJFC_02022
group_794,,Arginine deiminase,,,PHDJFC_01821
group_793,,Class A beta-lactamase-related serine hydrolase,,,PHDJFC_00778
group_791,,Baseplate protein J-like domain-containing protein,,,PHDJFC_02689
group_790,,Acetylornithine deacetylase,,,PHDJFC_01174
group_789,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_01050
group_788,,hypothetical protein,JLGHJK_03372,,
group_786,,hypothetical protein,,,PHDJFC_01145
group_785,,Phage terminase large subunit N-terminal domain-containing protein,,IGABOM_02061,
group_780,,S-layer protein,,,PHDJFC_01882
group_779,,Siderophore/Surfactin synthetase related protein,,,PHDJFC_01297
group_778,,Serine hydroxymethyltransferase,,,PHDJFC_00555
group_777,,Fido domain-containing protein,JLGHJK_02858,,
group_776,,DUF2075 domain-containing protein,,IGABOM_00806,
group_775,,hypothetical protein,,IGABOM_00032,
group_774,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_00115
group_773,,Putative competence-damage inducible protein,,,PHDJFC_00506
group_772,,Two-component system histidine protein kinase sensor protein,,IGABOM_02616,
group_770,,hypothetical protein,,,PHDJFC_02504
group_769,,Amidohydrolase-related domain-containing protein,,IGABOM_03063,
group_767,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,,,PHDJFC_02556
group_766,,D-aspartate ligase,,,PHDJFC_02427
group_765,,Tyrosine--tRNA ligase,,,PHDJFC_01603
group_764,,Bcr/CflA family efflux transporter,,,PHDJFC_01494
group_761,,hypothetical protein,,,PHDJFC_02684
group_760,,hypothetical protein,,,PHDJFC_02120
group_759,,NupC/NupG family nucleoside CNT transporter,,,PHDJFC_01773
group_758,,Integral membrane protein,,,PHDJFC_01125
group_757,,hypothetical protein,,IGABOM_00418,
group_756,,Integrase,,,PHDJFC_02630
group_755,,hypothetical protein,,,PHDJFC_02420
group_754,,Permease of the major facilitator superfamily,,,PHDJFC_00941
group_753,,3-hydroxy-3-methylglutaryl coenzyme A reductase,,,PHDJFC_00922
group_752,,Transposase,,IGABOM_01809,
group_751,,Ascorbate-specific PTS system EIIC component,,IGABOM_00586,
group_746,,Zinc-ribbon domain-containing protein,,IGABOM_02666,
group_745,,Polysaccharide biosynthesis protein,,IGABOM_01011,
group_743,,MucBP domain-containing protein,,,PHDJFC_01543
group_742,,Major facilitator superfamily (MFS) profile domain-containing protein,,,PHDJFC_01191
group_741,tnp,ISL3 family ISLfr1 transposase,,,PHDJFC_02878
group_740,,Na+-driven multidrug efflux pump,,,PHDJFC_01315
group_739,,D-alanyl-D-alanine carboxypeptidase,,,PHDJFC_01148
group_738,,PTS galactitol transporter subunit IIC,,IGABOM_02994,
group_737,,hypothetical protein,,,PHDJFC_02505
